system:index,BasinID,change2,deposition2,erosion2,.geo
00000000000000000015,249328,0.03670909951770496,0.29758020358264625,-0.2608711040649413,"{""type"":""Polygon"",""coordinates"":[[[28.37248980545877,40.39823683420132],[28.38339037220029,40.395818239390515],[28.403045551520776,40.39339958952744],[28.425018217807605,40.39248444590127],[28.448278374353787,40.393661091623144],[28.46518700091934,40.39464160325266],[28.489477039794068,40.39464160721043],[28.507844836641343,40.393782920848864],[28.524410119513018,40.39044904940194],[28.544923703514016,40.382603848565346],[28.57007205127642,40.375346216896325],[28.60388934772922,40.36815322455985],[28.622428777734747,40.36501423763359],[28.632299346515108,40.36449104084182],[28.62826531958056,40.36579899403222],[28.60260187677305,40.36972268896566],[28.57676687880317,40.37547700320503],[28.55469137909624,40.38222979300793],[28.533491182390822,40.38955023007219],[28.52095993953287,40.39451840258759],[28.51495181619829,40.396348709011264],[28.50379374970409,40.39661024385991],[28.477019884847447,40.396806291613366],[28.45426066933626,40.39684433278371],[28.438467861017685,40.39573310885633],[28.42155919354857,40.394883341826045],[28.40476354174275,40.39524203291464],[28.386395769619817,40.39733378498019],[28.372920363661112,40.39962153327715],[28.37248980545877,40.39823683420132]]]}"
00000000000000000016,262402,0.007114739808564988,0.0487043372206744,-0.041589597412109415,"{""type"":""Polygon"",""coordinates"":[[[26.941844611650946,39.52829061645325],[26.94038547913618,39.53438096511299],[26.941758722469892,39.53888215379241],[26.94431220381521,39.54205936700218],[26.947605845870118,39.543565137332564],[26.950084331590226,39.54536866177245],[26.952609683709102,39.54679913255872],[26.953160926986175,39.54829577272665],[26.95453426757224,39.55259747529769],[26.953289753843276,39.55603870292811],[26.95178766736757,39.5574945954559],[26.951873462664285,39.551406277336106],[26.94732446745885,39.54723677675081],[26.93985720260199,39.543728947559174],[26.93685309906155,39.53770567819113],[26.937539778133672,39.53236901166256],[26.940028802776233,39.5285293721284],[26.941108353373906,39.52688731875468],[26.941844611650946,39.52829061645325]]]}"
00000000000000000017,262538,0.4049116087318574,0.5068126701942597,-0.10190106146240228,"{""type"":""Polygon"",""coordinates"":[[[20.159056110223197,39.52977394299076],[20.156309514377313,39.528913337465816],[20.151288414026915,39.529740851298655],[20.143563695789194,39.529575334716135],[20.139958751553102,39.5328852596539],[20.140559589531456,39.53659229544357],[20.144936969173212,39.5424832834386],[20.147254362359114,39.54638832957356],[20.1482843676778,39.55294028895782],[20.14794100211925,39.56180765008628],[20.152060853868146,39.57424651583294],[20.15137421034145,39.58364038960227],[20.14742604496157,39.58708001698377],[20.145022764761446,39.5910487249228],[20.151889261092197,39.59528165478878],[20.150515974979257,39.59753029617287],[20.14347780948328,39.59607530535406],[20.137812970498985,39.59078411097575],[20.13935791405861,39.5816558562583],[20.146052767013384,39.57504038843744],[20.14382117299607,39.56286636506739],[20.14291968506263,39.552393803300006],[20.14000146729115,39.54537843200414],[20.134851602850688,39.535714665084356],[20.1341649751277,39.529227287931676],[20.143434639121587,39.525122661532244],[20.154420985594804,39.52551987400291],[20.160600824834038,39.52843285621074],[20.159056110223197,39.52977394299076]]]}"
00000000000000000018,264925,0.004172352416992188,0.0100133955078125,-0.005841043090820312,"{""type"":""Polygon"",""coordinates"":[[[107.58914948044516,21.292527016930933],[107.57721909727906,21.290687617687773],[107.57219803190429,21.292207168197823],[107.56786367405016,21.288608369944427],[107.56468796446501,21.292207098347372],[107.55996736010019,21.295565878777285],[107.55327260569534,21.299724180990534],[107.5457195490153,21.299884100540712],[107.54082701071417,21.293726998232696],[107.51688061912445,21.295485873418528],[107.51533594527618,21.285249589823273],[107.53747989732221,21.282290325025066],[107.53953978639784,21.277491630051145],[107.54983937988194,21.280850777093715],[107.55601919998847,21.27973103331255],[107.55790740396328,21.281330612969818],[107.54983937988194,21.28325004608616],[107.54142805459361,21.281490533950834],[107.54194305556332,21.2867689631395],[107.54726448943661,21.29028777747177],[107.55258593895107,21.292047117786517],[107.55739246254883,21.287088878311],[107.56408713924448,21.283410043939675],[107.57696165309197,21.28005095482261],[107.59052273148481,21.283729933068784],[107.60288221423725,21.287728606921426],[107.60305389023387,21.29236707043438],[107.58914948044516,21.292527016930933]]]}"
00000000000000000019,275141,0.09000558917236336,0.09119786968994148,-0.001192280517578125,"{""type"":""Polygon"",""coordinates"":[[[-124.41706944689417,48.57666825250682],[-124.41663724577612,48.575218205125296],[-124.40916999656932,48.569652561623045],[-124.40582855583833,48.56494239750272],[-124.40711606704899,48.559148452125875],[-124.40642943244299,48.55778503544982],[-124.40248122385314,48.55858038593837],[-124.40050709542592,48.560000555124084],[-124.40196622465791,48.56142063248745],[-124.40222362961018,48.568066288801695],[-124.407845656118,48.573830842417365],[-124.4150125274138,48.577436869953225],[-124.41706944689417,48.57666825250682]]]}"
0000000000000000001a,295697,-0.034161075439453126,0.0,-0.034161075439453126,"{""type"":""Polygon"",""coordinates"":[[[120.44810429027538,17.43271467110817],[120.4493568714639,17.429454459472847],[120.45201766503835,17.4243772295281],[120.45440478187626,17.41976052269763],[120.4579238481431,17.411570921319942],[120.45886800363789,17.40370849659278],[120.45981215219606,17.397524841601165],[120.46067042309623,17.401333370646444],[120.4608420765883,17.407066492256508],[120.46006967801439,17.410588115337372],[120.45354646913758,17.42582058037343],[120.45067114564579,17.43036547947724],[120.44810429027538,17.43271467110817]]]}"
0000000000000000001b,296274,-0.008539114661841297,8.545874633789063E-4,-0.009393702125220204,"{""type"":""Polygon"",""coordinates"":[[[82.61000676602916,17.287967002722052],[82.65000385344152,17.313452609226626],[82.63618511668723,17.306241612161763],[82.61069338754781,17.291409018960188],[82.58901563019836,17.278364736621405],[82.61000676602916,17.287967002722052]]]}"
0000000000000000001c,299177,-0.15092979732259115,0.008950766153971355,-0.15988056347656251,"{""type"":""Polygon"",""coordinates"":[[[15.08969275226982,37.42289860002271],[15.090808531292243,37.40701465501806],[15.088576891653943,37.4042875003897],[15.088315790824623,37.40046694727728],[15.088741295293993,37.397055508094105],[15.089077328641547,37.387709693640865],[15.090193103466229,37.3744784227574],[15.091265977913444,37.36666798281781],[15.092253042891338,37.38641395300897],[15.093111388374371,37.40223765540062],[15.093283022328434,37.41014643922745],[15.090879806529957,37.421871825199545],[15.08969275226982,37.42289860002271]]]}"
0000000000000000001d,314898,2.558012202521593,2.560926299055275,-0.0029140965336818324,"{""type"":""Polygon"",""coordinates"":[[[120.05609253511602,15.078693872558944],[120.05643592994787,15.074218569560317],[120.05746584470239,15.0599631840471],[120.05677923574136,15.053498215279019],[120.05368927576367,15.046701565133244],[120.05111440191075,15.038246799821746],[120.05162700013572,15.033107493436837],[120.05712016027405,15.028299603235741],[120.06192668992709,15.021999490350872],[120.06364322827777,15.007906449276142],[120.06535983288516,14.997294596146276],[120.06656149597002,15.016362430743676],[120.06415824722306,15.028133864534917],[120.06158330910166,15.038080984942523],[120.06209833593165,15.043386015914548],[120.06226998171724,15.056035260907384],[120.06072498544498,15.067970235689979],[120.05797841875507,15.07857854787062],[120.05609253511602,15.078693872558944]]]}"
0000000000000000001e,323297,0.0021769937744140627,0.01960948205566406,-0.01743248828125,"{""type"":""Polygon"",""coordinates"":[[[32.80854163909198,36.023432073311454],[32.82030041250477,36.03398288566979],[32.83729486774966,36.0409928539747],[32.84562049926126,36.049251341153486],[32.83944062953671,36.04522633579542],[32.81781129412258,36.03870255813813],[32.80785498335594,36.02954060170617],[32.804593391146994,36.022113171726474],[32.80854163909198,36.023432073311454]]]}"
0000000000000000001f,331379,-0.015223667474006202,0.0,-0.015223667474006202,"{""type"":""Polygon"",""coordinates"":[[[-64.36480204985995,45.110278508697526],[-64.353129096569,45.10264561422024],[-64.34634841056696,45.10070692418177],[-64.34034036455277,45.106219870926886],[-64.34076948229325,45.108218905916765],[-64.35870810922289,45.10961212422021],[-64.36608954468728,45.11421571998357],[-64.36917946863923,45.11227739942408],[-64.36480204985995,45.110278508697526]]]}"
00000000000000000020,382322,0.006151358703613281,0.006151358703613281,0.0,"{""type"":""Polygon"",""coordinates"":[[[122.9487886141185,10.716921033378835],[122.9465570639039,10.722327255540689],[122.94741531866025,10.724161457730766],[122.94805906937336,10.725573982282611],[122.95102020051537,10.724857155433988],[122.95582673675226,10.724266861466525],[122.95947455368263,10.724814991015476],[122.96033286948047,10.726838969971535],[122.95689964801875,10.726248679440111],[122.95020487516153,10.727344928124221],[122.94617079097932,10.727766592974321],[122.94471165798647,10.725826977778263],[122.94479754555795,10.721357413709033],[122.94762990269159,10.717309470655827],[122.9487886141185,10.716921033378835]]]}"
00000000000000000021,383601,0.3986652502056045,0.5657261196784523,-0.16706086947284782,"{""type"":""Polygon"",""coordinates"":[[[107.8346435553447,10.706160113115065],[107.83103873547743,10.706244499383978],[107.81794701416807,10.698942879474627],[107.80867737160543,10.690424576042536],[107.79889263787034,10.68013482408797],[107.78859295713231,10.666976856213312],[107.78026741625828,10.658373265910766],[107.77271427525392,10.652890524009306],[107.7558056749037,10.642093363530481],[107.7515140552498,10.640068833095588],[107.74404679649545,10.638297370862507],[107.73958359501603,10.637453789992453],[107.72954140259921,10.632729875188218],[107.72233167621646,10.632223725159585],[107.7152076925082,10.633404746166752],[107.71040119320118,10.633995162774381],[107.70233308837987,10.63197066478275],[107.71838343163884,10.630705264672352],[107.72911233199471,10.629692997955853],[107.74439014347183,10.635682331602226],[107.75932469631697,10.64082799546598],[107.76996768733683,10.6465641149142],[107.7784648915191,10.646648451083035],[107.78541724013427,10.65786717763192],[107.79701625217571,10.67312840018785],[107.81246582626922,10.692105672297258],[107.82259383271081,10.699527493014534],[107.8346435553447,10.706160113115065]]]}"
00000000000000000022,412843,0.03177948712158204,0.04590504589843751,-0.014125558776855472,"{""type"":""Polygon"",""coordinates"":[[[80.0981894507351,9.159348590781738],[80.09973433057743,9.159518091058196],[80.10136517271809,9.162822829503867],[80.10149385930191,9.169304990646342],[80.10265262645157,9.172906161877957],[80.10385424392575,9.174770291028292],[80.1045408627762,9.179345820253786],[80.10704560735272,9.182596563816556],[80.10704560735272,9.187087211057648],[80.10756065942732,9.197085238314523],[80.10944887327052,9.203778589821482],[80.1078180990918,9.204456401903428],[80.10498570910103,9.201067406248846],[80.1036123877996,9.19437391320714],[80.10447072683355,9.18674831768618],[80.10455654322216,9.183867475358658],[80.10283994352746,9.179630998055776],[80.1019816734531,9.176156979751644],[80.09966419071853,9.171242465223695],[80.09943536222748,9.166510602363935],[80.09917789748873,9.161934899540887],[80.0981894507351,9.159348590781738]]]}"
00000000000000000023,422862,0.030974713928222652,0.030974713928222652,0.0,"{""type"":""Polygon"",""coordinates"":[[[126.31348427341477,8.227719039950644],[126.3137942320138,8.22727249915365],[126.31924451806734,8.230373035442883],[126.32862140535508,8.239334651511223],[126.33365451666708,8.247978448829102],[126.33082207845005,8.24615215093209],[126.327260091621,8.242542015772067],[126.32532895901956,8.239951274938935],[126.3218527973776,8.238167432314937],[126.31717499822905,8.233707745424905],[126.31408508583228,8.230649698634751],[126.31348427341477,8.227719039950644]]]}"
00000000000000000024,472086,0.2978207782492242,0.502106719604492,-0.20428594135526784,"{""type"":""Polygon"",""coordinates"":[[[98.51634154266908,4.0188485771282325],[98.50964669138081,4.020047225068817],[98.4955705181132,4.029294126067326],[98.48921900925004,4.033403796818174],[98.47445616367297,4.039397045866808],[98.46106654513935,4.042136780065446],[98.43909388023094,4.045561483972111],[98.42021114707768,4.056691585714133],[98.40321669350041,4.071759806673694],[98.40853819205515,4.061968261949479],[98.42398771453473,4.047756012911213],[98.43514567297785,4.041420435013203],[98.44252709826793,4.039194340694588],[98.45626003490575,4.039194368365577],[98.46467146219219,4.038338194852715],[98.47239620884173,4.0347422174243395],[98.48818907397894,4.029947612732996],[98.48750240246227,4.004946615942953],[98.49402553211979,3.999809340440656],[98.49745874705744,4.012138795023794],[98.50844509707794,4.013851154976208],[98.51874475046925,4.014536125828887],[98.51634154266908,4.0188485771282325]]]}"
00000000000000000025,574716,0.00954525699845856,0.017454082295735675,-0.007908825297277114,"{""type"":""Polygon"",""coordinates"":[[[99.14315581333284,-1.8007860469053696],[99.14452915842675,-1.80001398463444],[99.1425979355664,-1.794866693551548],[99.14319879862637,-1.7918640416662026],[99.14671784391167,-1.7875317093252274],[99.15521506423,-1.7830706869616155],[99.16839003706131,-1.779896479231028],[99.1900623403013,-1.7795533783927773],[99.1866720241208,-1.7787812266630425],[99.16589918530144,-1.7790367088919983],[99.15594280224195,-1.7808811652445053],[99.15092166274978,-1.7822966467071888],[99.14718808635483,-1.7843341569159765],[99.14489213353653,-1.7869721837254728],[99.141780718375,-1.7916047523971514],[99.14109406646354,-1.795250800351765],[99.14190950321085,-1.7974383694734284],[99.14315581333284,-1.8007860469053696]]]}"
00000000000000000026,620926,0.020436284174900423,0.02221744560714422,-0.001781161432243796,"{""type"":""Polygon"",""coordinates"":[[[119.013370520413,-3.526006481764513],[119.01847739733854,-3.5210376959474132],[119.02414230024176,-3.515426356112193],[119.0228547881982,-3.5138843384126175],[119.02092363307938,-3.5140128302164824],[119.01963618283392,-3.515255070233669],[119.01834872179076,-3.5183391081846382],[119.01534457444032,-3.5226653852409417],[119.01298430299818,-3.525492486579583],[119.013370520413,-3.526006481764513]]]}"
00000000000000000027,632150,0.005811890940707338,0.00624201611328125,-4.3012517257391236E-4,"{""type"":""Polygon"",""coordinates"":[[[121.60903438967,-4.162902854375043],[121.61195266995836,-4.160677096765284],[121.61478503909831,-4.156739323090481],[121.6174638633902,-4.152576380097782],[121.61827919818325,-4.148895374282276],[121.61793586338301,-4.1441014522930715],[121.61815044775486,-4.14110516628366],[121.61836503172105,-4.140334762942823],[121.6180216971804,-4.1372935842883765],[121.61733511203711,-4.132970433769686],[121.61772127860556,-4.130445037579959],[121.61647676595204,-4.127962378124833],[121.61561850043246,-4.1244241957890635],[121.614019823233,-4.120035479785734],[121.6118204300668,-4.115903581776605],[121.61149857894364,-4.1187501183942175],[121.61409495216338,-4.122367058074163],[121.61508198325193,-4.126904287008666],[121.61589742220342,-4.134694644568055],[121.6164553507436,-4.144796230076221],[121.6156828335734,-4.153487261990787],[121.6112196463698,-4.1591799879149995],[121.60903438967,-4.162902854375043]]]}"
00000000000000000028,654755,-0.02072977581069049,6.281727366727941E-4,-0.021357948547363285,"{""type"":""Polygon"",""coordinates"":[[[120.22612887973955,-5.539524963419986],[120.23329574980997,-5.5393968369845465],[120.23977594785886,-5.53815812733312],[120.24484000409737,-5.53798724582354],[120.25518259304307,-5.536791203965095],[120.2602465847693,-5.535680600611145],[120.24514039019054,-5.536663053137679],[120.2421792858824,-5.536321340412001],[120.24033386637676,-5.536577630563135],[120.23621400020924,-5.537987241929966],[120.22475563352145,-5.539055071150066],[120.22612887973955,-5.539524963419986]]]}"
00000000000000000029,667218,-0.04159245781632965,0.0,-0.04159245781632965,"{""type"":""Polygon"",""coordinates"":[[[155.42779023459053,-6.105360421068581],[155.43534334220365,-6.114406820077776],[155.44323980428464,-6.126013245015097],[155.4497629451815,-6.141032987222423],[155.45559939973532,-6.1471772836259495],[155.45079285335,-6.137619454824156],[155.4471880055509,-6.129768235056187],[155.44220982570207,-6.117991163469034],[155.4389482601783,-6.114065403897851],[155.4301934922981,-6.105872485227103],[155.42779023459053,-6.105360421068581]]]}"
0000000000000000002a,674974,0.268220136475806,0.2732796592893113,-0.005059522813505285,"{""type"":""Polygon"",""coordinates"":[[[146.9490551945879,-6.831078883822874],[146.9518018222105,-6.805000464827689],[146.96381810673,-6.760680902741047],[146.96450475134648,-6.749600371477311],[146.97188618029676,-6.747895611463886],[146.9748043892008,-6.743207609353436],[146.97351695121336,-6.740820976984209],[146.96647881665726,-6.745082839035358],[146.9596987682603,-6.746189830571853],[146.95832555029364,-6.761702580185113],[146.95248898484527,-6.780453681453723],[146.94948494862928,-6.7973909328734665],[146.94485007577083,-6.830628470641668],[146.9490551945879,-6.831078883822874]]]}"
0000000000000000002b,718850,-0.009809302110619639,0.0,-0.009809302110619639,"{""type"":""Polygon"",""coordinates"":[[[114.35694834381123,-8.34646678348368],[114.36277349154892,-8.338085886371614],[114.36191519324998,-8.334349243600874],[114.36002694882676,-8.32279944120916],[114.36208683491863,-8.31575043390318],[114.36019859128268,-8.318468095039481],[114.35745203138778,-8.326875874105827],[114.35736616426028,-8.330527696971687],[114.35925442088137,-8.334264381503731],[114.35942606365921,-8.337916058380227],[114.35599283182668,-8.343945599431033],[114.35401878311852,-8.349380566995631],[114.351958856716,-8.356089299867346],[114.35694834381123,-8.34646678348368]]]}"
